"rid","abstractText","abstractShort","title","manifestUrl","mainTitle","altTitle"
"MS-ADD-01326","<p style='text-align: justify;'> The <i>Dhāraṇīsaṅgraha</i>, or <i>Dhāraṇīmantrasaṃgraha</i>, 'Dhāraṇī(-mantra) Collection’ includes hundreds of <i>dhāraṇī</i>s, ""connected with all the chief personages of the Buddhist Pantheon, as well as with some of the chief literary works: e.g. the 'Lotus' and the Laṅkāvatāra (Bendall 1883: 49)"". This important Buddhist text remains unedited. This beautifully illuminated paper manuscript from Nepāl is dated to 1719 CE, and has been written in the Tarumūla Mahāvihāra in Kathmandu by a Buddhist scribe named Patideva, during the reign of Jayamahendrasiṃha Malla (1714-1722). It was commissioned by a Buddhist monk named Trailokara (who belonged to the Bhāskadeva Saṃskārita Śrīkeśavacandrakṛtapārāvatamahāvihāra), and his wife Pūrṇṇāvatī , probably represented with their family in the illumination on <a href='' onclick='store.loadPage(448);return false;'>folio 223 verso</a> (the members of the family are mentioned in the colophon).</p>"," The Dhāraṇīsaṅgraha, or Dhāraṇīmantrasaṃgraha, 'Dhāraṇī(-mantra) Collection’ includes hundreds of dhāraṇīs, ""connected with","Dhāraṇīsaṅgraha","https://cudl.lib.cam.ac.uk/iiif/MS-ADD-01326","Dhāraṇīsaṅgraha","Dhāraṇīmantrasaṃgraha"
"MS-OR-00157-00002","<p style='text-align: justify;'>Three palm-leaf folios of the <i>Saṃskṛtāsaṃskṛtaviniścaya</i>.</p>","Three palm-leaf folios of the Saṃskṛtāsaṃskṛtaviniścaya.","Saṃskṛtāsaṃskṛtaviniścaya","https://cudl.lib.cam.ac.uk/iiif/MS-OR-00157-00002"
"MS-ADD-01680-00003-00001","<p style='text-align: justify;'> A palm-leaf fragment from the <i>Divyāvadāna</i>, ""Glorious Deeds"", a collection of Buddhist tales very popular in Medieval and Early Modern Nepal. In the final stage of its redaction, this anonymous compilation consisted of 38 <i>avadāna</i>s. It has been edited by E.B. Cowell and R.A. Neil in 1884, mainly on the basis of modern Nepalese paper manuscripts (they give a collation of the variants in the present manuscript in Appendix B, see Cowell and Neil 1884: 660-663). However, many scholars have stressed the heterogeneous character of the stories included in the <i>Divyāvadāna</i>: for instance, 21 stories have a more or less literal parallel in the <i>Mūlasarvāstivādavinaya</i> (see Panglung 1981: XV), while the 38th tale in Cowell and Neil's edition, the <i>Maitrakanyakāvadāna</i>, is now attributed to Gopadatta (see Hahn: 1992, passim and Klaus 1983: 5 ff.). The 11 folios of this manuscript contains the last part of the <i>Pūrṇāvadāna</i> (corresponding to the second story in Cowell's and Neil's edition, from p. 42, line 9 to p. 54, line 17). </p>"," A palm-leaf fragment from the Divyāvadāna, ""Glorious Deeds"", a collection of Buddhist tales very popular in Medieval and","Divyāvadāna","https://cudl.lib.cam.ac.uk/iiif/MS-ADD-01680-00003-00001","Divyāvadāna","Divyāvadānamālā"
"MS-ADD-01680-00002-00004","<p style='text-align: justify;'> The <i>Avadānaśataka</i> is an ancient collection of Buddhist legends, its first redaction dating to the first centuries of the CE. It was translated into Chinese and Tibetan during the first millennium CE, gaining large popularity across Asia. This Nepalese incomplete palm-leaf manuscript consists of one single folio (numbered 2) containing part of the <i>Guḍaśālāvadāna</i>, the forty-first story in the collection. This folio is part of a bundle of nine folios possibly from four different manuscripts, containing parts of five stories from the <i>Avadānaśataka</i>. They were used by Speyer for his edition of the <i>Avadānaśataka</i> and were given the siglum F. <p>A complete diplomatic transcription of this fragment is provided in the section ""View more options.""</p> </p>"," The Avadānaśataka is an ancient collection of Buddhist legends, its first redaction dating to the first centuries of the","Avadānaśataka","https://cudl.lib.cam.ac.uk/iiif/MS-ADD-01680-00002-00004","Avadānaśataka","Śatakāvadāna"
"MS-ADD-01267","<p style='text-align: justify;'>A palm-leaf manuscript of the <i>Kāraṇḍavyūha</i>.</p>","A palm-leaf manuscript of the Kāraṇḍavyūha.","Kāraṇḍavyūha","https://cudl.lib.cam.ac.uk/iiif/MS-ADD-01267","Kāraṇḍavyūha","Kāraṇḍavyūhamahāyānasūtraratnarāja,Āryakāraṇḍavyūhamahāyānasūtraratnarāja"
"MS-ADD-01611","<p style='text-align: justify;'> The <i>Avadānaśataka</i> is an ancient collection of Buddhist legends, its first redaction dating to the first centuries of the CE. It was translated into Chinese and Tibetan during the first millennium CE, gaining large popularity across Asia. This Nepalese manuscript, dated 1645 CE, is the one on which J. Speyer based his <i>editio princeps</i> of 1902. Older fragmentary palm leaf manuscripts have survived, but this is the oldest complete source for the reconstruction of the text. </p>"," The Avadānaśataka is an ancient collection of Buddhist legends, its first redaction dating to the first centuries of the","Avadānaśataka","https://cudl.lib.cam.ac.uk/iiif/MS-ADD-01611","Avadānaśataka","Śatakāvadāna"
"MS-ADD-01534","<p style='text-align: justify;'>A paper manuscript of the <i>Meghasūtra</i>.</p>","A paper manuscript of the Meghasūtra.","Meghasūtra","https://cudl.lib.cam.ac.uk/iiif/MS-ADD-01534"
"MS-ADD-02196-00002","<p style='text-align: justify;'>A palm-leaf manuscript of a <i>Dhāraṇi</i>.</p>","A palm-leaf manuscript of a Dhāraṇi.","Dhāraṇi","https://cudl.lib.cam.ac.uk/iiif/MS-ADD-02196-00002"
"MS-ADD-01680-00014-00002","<p style='text-align: justify;'> A palm-leaf fragment containing an unidentified Buddhist Tantric text. The manuscript contains a list of various <i>mantra</i>s, and with short explanations about their visualization, probably taken from different sources (see below in the Explicit).</p>"," A palm-leaf fragment containing an unidentified Buddhist Tantric text. The manuscript contains a list of various mantras,","Buddhist Tantric Fragment","https://cudl.lib.cam.ac.uk/iiif/MS-ADD-01680-00014-00002"
"MS-ADD-01476-00001","<p style='text-align: justify;'> This beautifully illuminated multi-text manuscript is written on black paper in golden ink. It was completed in 1791 CE in Kathmandu in a <i>vihāra</i> called Hemākra and commisioned by a Vajrācārya named ‏Abhayananda (written Abhayanandra in the colophon). The manuscript contains the follwing Buddhist texts: the <i>Pañcarakṣā</i> (only the <i>dhāraṇī</i> part), the <i>Abhayakarīdhāraṇī</i> (recorded as <i>Abhayakalidhāraṇī</i> in the colophon), the <i>Tārābhaṭṭārikāṣṭottaraśataka</i> and the <i>Mahākālamantradhāna</i> (strangely added after the colophon). The <i>Pañcarakṣā</i> ""Five Protections"" consists of the <i>Mahāpratisarā</i>, <i>Mahāmāyūrī</i>, <i>Mahāsāhasrapramardanī</i>, <i>Mahāmantrānusāriṇī</i>, and <i>Mahāśītavatī</i>. The earliest evidence for texts grouped together as the ""Five Great Dhāraṇīs"" comes from Tibetan catalogues around 800 CE, but this compendium is somewhat different from the surviving Sanskrit collection, which is preserved in manuscripts dating back to the eleventh century. These scriptures include spells, enumerations of benefits and ritual instructions for use. With the course of time all of them became deified and five related goddesses emerged. It is, however, important to note that the texts themselves do not have any references to these goddesses. The other texts are little known and yet unpublished. </p>"," This beautifully illuminated multi-text manuscript is written on black paper in golden ink. It was completed in 1791 CE","Pañcarakṣā, Abhayakarīdhāraṇī, Tārābhaṭṭārikāṣṭottaraśataka, Mahākālamantradhāna","https://cudl.lib.cam.ac.uk/iiif/MS-ADD-01476-00001"
"MS-ADD-01536","<p style='text-align: justify;'>A paper manuscript of the <i>Laghusvayambhūpurāṇa</i>.</p>","A paper manuscript of the Laghusvayambhūpurāṇa.","Laghusvayambhūpurāṇa","https://cudl.lib.cam.ac.uk/iiif/MS-ADD-01536"
"MS-ADD-01544","<p style='text-align: justify;'>A palm-leaf manuscript of the <i>Aṣṭasāhasrikā Prajñāpāramitā</i>.</p>","A palm-leaf manuscript of the Aṣṭasāhasrikā Prajñāpāramitā.","Aṣṭasāhasrikā Prajñāpāramitā","https://cudl.lib.cam.ac.uk/iiif/MS-ADD-01544"
"MS-ADD-01646","<p style='text-align: justify;'>This Nepalese palm-leaf manuscript, written during the reign of the king Abhayamalla (1216-1235), contains Kuladatta's (ca. 12th c.) commentary on the <i>Kriyāsaṃgraha</i>, a Buddhist ritual manual. This is one of the manuscripts used by Tanemura in his 2004 critical edition of selected chapters of this work.</p>","This Nepalese palm-leaf manuscript, written during the reign of the king Abhayamalla (1216-1235), contains Kuladatta's (ca.","Kriyāsaṃgrahapañjikā","https://cudl.lib.cam.ac.uk/iiif/MS-ADD-01646"
"MS-ADD-01697-00007","<p style='text-align: justify;'>A palm-leaf manuscript of the <i>Cakrasambaradaṇḍakāstuti, Stotra</i>.</p>","A palm-leaf manuscript of the Cakrasambaradaṇḍakāstuti, Stotra.","Cakrasambaradaṇḍakāstuti, Stotra","https://cudl.lib.cam.ac.uk/iiif/MS-ADD-01697-00007"
"MS-OR-00722-00005","<p style='text-align: justify;'>A single palm-leaf folio of un unidentified work. This fragment seems to contain the beginning of a Buddhist text, as the initial invocation reads ""oṃ namo bhagavate ārye prajñe"" in Nepālākṣara, in a rather coarse hand. The recto is blank, except for an almost illegible line in what seems to be Bengali script in a much more refined hand.</p>","A single palm-leaf folio of un unidentified work. This fragment seems to contain the beginning of a Buddhist text, as the","Unidentified Fragment","https://cudl.lib.cam.ac.uk/iiif/MS-OR-00722-00005"
"MS-ADD-01706-00007","<p style='text-align: justify;'>A palm-leaf manuscript of a <i>Work on Measurements</i>.</p>","A palm-leaf manuscript of a Work on Measurements.","Work on Measurements","https://cudl.lib.cam.ac.uk/iiif/MS-ADD-01706-00007"
"MS-OR-00155","<p style='text-align: justify;'>A palm-leaf manuscript of the Chātrakumāradatta's Commentary on the <i>Cakrasaṃvaratantra</i>.</p>","A palm-leaf manuscript of the Chātrakumāradatta's Commentary on the Cakrasaṃvaratantra.","Commentary on the Cakrasaṃvaratantra","https://cudl.lib.cam.ac.uk/iiif/MS-OR-00155"
"MS-ADD-01660-00002","<p style='text-align: justify;'> An incomplete copy of the <i>Cāndravyākaraṇa</i> by the Buddhist grammarian Candragomin, containing the <i>sūtrapāṭha</i> without any commentary. Previously, it had been wrongly identified as <i>Śabdalakṣaṇa</i>. The manuscript includes the <i>pratyāhārasūtra</i>s and part of the first section of the first chapter up to rule 1.1.146, <i>jvalādibhyo ṇo vā</i>, and the beginning of the next rule. </p>"," An incomplete copy of the Cāndravyākaraṇa by the Buddhist grammarian Candragomin, containing the sūtrapāṭha without any","Cāndravyākaraṇa","https://cudl.lib.cam.ac.uk/iiif/MS-ADD-01660-00002"
"MS-ADD-01679-00004","<p style='text-align: justify;'>A palm-leaf manuscript of the <i>Work on the Mātṛs</i>.</p>","A palm-leaf manuscript of the Work on the Mātṛs.","Work on the Mātṛs","https://cudl.lib.cam.ac.uk/iiif/MS-ADD-01679-00004"
"MS-ADD-01683","<p style='text-align: justify;'>A palm-leaf manuscript of the <i>Saddharmapuṇḍarīka</i>.</p>","A palm-leaf manuscript of the Saddharmapuṇḍarīka.","Saddharmapuṇḍarīka","https://cudl.lib.cam.ac.uk/iiif/MS-ADD-01683"
"MS-ADD-01487","<p style='text-align: justify;'>A paper manuscript of the <i>Upoṣadavratakathā</i> (Aṣṭamīvratavidhāna).</p>","A paper manuscript of the Upoṣadavratakathā (Aṣṭamīvratavidhāna).","Upoṣadavratakathā","https://cudl.lib.cam.ac.uk/iiif/MS-ADD-01487","Upoṣadavratakathā","Aṣṭamīvratavidhāna"
"MS-ADD-01680-00004","<p style='text-align: justify;'>A palm-leaf manuscript of the <i>Maṇicuḍāvadāna</i>.</p>","A palm-leaf manuscript of the Maṇicuḍāvadāna.","Maṇicuḍāvadāna","https://cudl.lib.cam.ac.uk/iiif/MS-ADD-01680-00004"
"MS-ADD-01697-00004","<p style='text-align: justify;'>A palm-leaf manuscript of the <i>Balimālikā, Dhāraṇī, Vajrayoginīpranāmaikaviṃśatikādhāraṇī</i>.</p>","A palm-leaf manuscript of the Balimālikā, Dhāraṇī, Vajrayoginīpranāmaikaviṃśatikādhāraṇī.","Balimālikā, Dhāraṇī, Vajrayoginīpranāmaikaviṃśatikādhāraṇī","https://cudl.lib.cam.ac.uk/iiif/MS-ADD-01697-00004"
"MS-OR-00724","<p style='text-align: justify;'>A paper manuscript of the <i>Buddhist fragment</i>.</p>","A paper manuscript of the Buddhist fragment.","Buddhist fragment","https://cudl.lib.cam.ac.uk/iiif/MS-OR-00724"
"MS-ADD-01478","<p style='text-align: justify;'>A paper manuscript of the <i>Śikṣāsamuccaya</i>.</p>","A paper manuscript of the Śikṣāsamuccaya.","Śikṣāsamuccaya","https://cudl.lib.cam.ac.uk/iiif/MS-ADD-01478"
"MS-OR-00158-00001","<p style='text-align: justify;'>A palm-leaf manuscript of the <i>Vajrāmṛtatantra</i>, one of the main Yoginītantras, which until now was known only through the Tibetan translation of the lo tsā ba Gyi jo zla ba’i ’od zer (10th-11th cent.) and through the indirect tradition. To date, only few verses of this <i>tantra</i> could have been read in the original Sanskrit. Although certainly less influential than other <i>Yoginītantra</i>s, such as, in primis, the <i>Hevajratantra</i>, the <i>Vajrāmṛtamahātantra</i> must have enjoyed a certain popularity. For instance, it is referred to as one of the authoritative sources for the practice of the <i>bāhyahoma</i> by Bhūvācārya (early 11th cent. ?), the author of the <i>Saṃvarodayā nāma Maṇḍalopāyikā</i>, in the <i>bāhyādhyātmahomavidhiḥ</i>, the eleventh chapter of his work. In addition, we should point out that this <i>tantra</i> has been commented at least three times. Two of the commentaries are extant in the original Sanskrit but are still unpublished. Originally, Or.158 was formed of palm leaves from two independent manuscripts, both fragmentary, one containing the <i>Vajrāmṛtatantra</i> and one containing the <i>Buddhakapālatantra</i>, another <i>yoginītantra</i>, so far published only in part (Luo 2010). Since the ductus, the quality and the shape of the leaves comprising these two works is the same (each leaf contains six lines, one string-hole dividing the writing area into two pseudocolumns, of which the left one is smaller than the right one, and on average 64/65 akṣaras), it is likely that at some point someone got confused and mistakenly put together leaves from these two works according to an apparently correct numerical sequence. The folios of the two works have been now rearranged into two distinct bundles (Or.158.1 and Or.158.2), each containing the extant folios of each work. It is highly plausible that together with these two works, a third one, namely the <i>Vajrāralimahātantrarāja</i>, made originally part of the same collection. The clue for this is given by the short list of titles added by a different hand on the top left side of <a href='' onclick='store.loadPage(1);return false;'>folio 1r</a>. If this was the case, Or.158 could be considered to be a originally a composite and multi-text manuscript. On the right of the same recto we find some mantras written likely by the same hand (it is possible that the last two lines are instead written by a third hand; see under Additions).</p>","A palm-leaf manuscript of the Vajrāmṛtatantra, one of the main Yoginītantras, which until now was known only through the","Vajrāmṛtatantra","https://cudl.lib.cam.ac.uk/iiif/MS-OR-00158-00001","Vajrāmṛtatantra","Vajrāmṛtamahātantra"
"MS-OR-00717","<p style='text-align: justify;'>A partial palm-leaf manuscript of an unidentified <i>Buddhist stotra</i>.</p>","A partial palm-leaf manuscript of an unidentified Buddhist stotra.","Buddhist stotra","https://cudl.lib.cam.ac.uk/iiif/MS-OR-00717"
"MS-ADD-01108","<p style='text-align: justify;'>A palm-leaf manuscript of the <i>Nāmasaṅgītiṭippanī</i> (Amṛtakaṇikā).</p>","A palm-leaf manuscript of the Nāmasaṅgītiṭippanī (Amṛtakaṇikā).","Nāmasaṅgītiṭippanī","https://cudl.lib.cam.ac.uk/iiif/MS-ADD-01108","Nāmasaṅgītiṭippanī","Amṛtakaṇikā"
"MS-ADD-01644","<p style='text-align: justify;'> The <i>Pañcarakṣā</i> corpus (""Five Protections"") consists of the <i>Mahāpratisarā</i>, <i>Mahāmāyūrī</i>, <i>Mahāsāhasrapramardanī</i>, <i>Mahāmantrānusāriṇī</i>, and <i>Mahāśītavatī</i>. The earliest evidence for texts grouped together as the ""Five Great Dhāraṇīs"" comes from Tibetan catalogues around 800 CE, but this compendium is somewhat different from the surviving Sanskrit collection, which is preserved in manuscripts dating back to the eleventh century. These scriptures include spells, enumerations of benefits and ritual instructions for use. With the course of time all of them became deified and five related goddesses emerged. It is, however, important to note that the texts themselves do not have any references to these goddesses. This ancient palm-leaf manuscript is dated to 1205 CE, and was thus written during the reign of king Arimalla (1200-1216). The last folio, a later supply in paper, seems to accurately repeat the content of the last folio of the palm leaf manuscript, which is now extremely damaged (and was probably already damaged at the time of the production of the supply). Therefore, with the help of the transcription in the last folio, it is possible to reconstruct the original date, even if it is badly damaged in the original colophon (as Bendall puts it, ""[t]he date is especially remarkable, as it seems a clear instance of a copied date""; 1883: 153). Moreover, on <a href='' onclick='store.loadPage(192);return false;'>the verso of the last palm-leaf folio</a>, ""are the remains of a postscript in a finer and later hand, in Newari, with half-obliterated, but still certain, date, N.S. 579 (A.D. 1459)."" (Bendall 1883: 153). Both covers are original and finely decorated with representations of the Buddhas and the goddesses of protection. </p>"," The Pañcarakṣā corpus (""Five Protections"") consists of the Mahāpratisarā, Mahāmāyūrī, Mahāsāhasrapramardanī, Mahāmantrānusāriṇī,","Pañcarakṣā","https://cudl.lib.cam.ac.uk/iiif/MS-ADD-01644"
"MS-ADD-02198","<p style='text-align: justify;'> The <i>Vasudhāradhāraṇī</i>, dedicated to Vasudhārā, the <i>bodhisattva</i> of wealth, prosperity, and abundance (who has a strong following among the Newar Buddhists of the Kathmandu valley), is taught by the Buddha in Kauśāmbī to the rich merchant and layman Sucandra. He has been reduced to poverty and so requests a sermon from the Lord so that he may provide for his own family and so that all beings may become prosperous. This scripture includes a <i>dhāraṇī</i> along with enumerations of benefits and ritual instructions for use. This palm-leaf manuscript is probably to be dated to the 13-14th century CE. Its original wood cover are beautifully illuminated, although the illustartions are somewhat damaged. </p>"," The Vasudhāradhāraṇī, dedicated to Vasudhārā, the bodhisattva of wealth, prosperity, and abundance (who has a strong following","Vasudhārādhāraṇī","https://cudl.lib.cam.ac.uk/iiif/MS-ADD-02198","Vasudhārādhāraṇī","Vasudhāraṇī,Vasudhārādhāraṇīsūtra"
"MS-ADD-01641","<p style='text-align: justify;'>A 17th-century paper manuscript of the <i>Saṅgītatārodayacūḍāmaṇi</i>, a work on music ascribed to Rāja Pratāpamalla (1641-1674), followed by a <i>Vernacular work</i> in 44 numbered verses and a <i>Buddhist manual of devotion to various deities</i>. The <i>Saṅgītatārodayacūḍāmaṇi</i> is ""in two parts, but some of the first part appears to be missing, unless it be represented by the 5 verses on the <a href='' onclick='store.loadPage(1);return false;'>outside cover</a> in a later hand, now almost illegible. The second part is (unlike the first) in numbered verses (110). It begins (<a href='' onclick='store.loadPage(6);return false;'>p. 6</a>) with a discussion of the <i>tāla</i> or musical time called <i>caccapuṭa</i> or <i>cācapuṭa</i> (Bendall 1883, 150)."" The colophon, mainly in Newari, at the end of the <i>Saṅgītatārodayacūḍāmaṇi</i> gives the year (783 Nepāla / 1683 CE), ""the day of writing as Sunday, and the scribe's name as Pūrṇacandra, reseident at the Dharmakīrti-vihāra, and father of 3 sons, Jayakalyāṇa, Jayakuçala, and Jayadh[a]rama (Bendall 1883, 150-151)."" After the three main texts, ""several other prayers, etc. are added, chiefly in the vernacular, or in Sanskrit (Bendall 1883, 151)"" by various different hands.</p>","A 17th-century paper manuscript of the Saṅgītatārodayacūḍāmaṇi, a work on music ascribed to Rāja Pratāpamalla (1641-1674),","Saṅgītatārodayacūḍāmaṇi, Vernacular work, Buddhist manual of devotion to various deities","https://cudl.lib.cam.ac.uk/iiif/MS-ADD-01641"
"MS-OR-00725-00005","<p style='text-align: justify;'>Two palm-leaf folios of an unidentified work.</p>","Two palm-leaf folios of an unidentified work.","Unidentified fragment","https://cudl.lib.cam.ac.uk/iiif/MS-OR-00725-00005"
